"ferret_id","cohort","dpi","name.x","rep.x","name.y","rep.y","DPI","sample","inf_route","diet","titer","log10_titer","HAI_21dpi","Ct_Mgene","resequenced","pair_numbers","pair_diets"
"1408","W17","d02","New_W17_1408_d02_rep1","rep1","New_W17_1408_d02_rep2","rep2","d02","1408_d02","Index","Obese","NA","NA","NA","21.68","yes","1408-1409","OB>OB"
"1408","W17","d02","New_W17_1408_d02_rep1","rep1","New_W17_1408_d02_rep2","rep2","d06","1408_d06","Index","Obese","NA","NA","NA","25.22","yes","1408-1409","OB>OB"
"1408","W17","d02","New_W17_1408_d02_rep1","rep1","New_W17_1408_d02_rep2","rep2","d12","1408_d12","Index","Obese","NA","NA","NA","35.58","yes","1408-1409","OB>OB"
"1408","W17","d02","New_W17_1408_d02_rep1","rep1","New_W17_1408_d02_rep2","rep2","d04","1408_d04","Index","Obese","NA","NA","NA","24.49","yes","1408-1409","OB>OB"
"1408","W17","d04","New_W17_1408_d04_rep1","rep1","New_W17_1408_d04_rep2","rep2","d02","1408_d02","Index","Obese","NA","NA","NA","21.68","yes","1408-1409","OB>OB"
"1408","W17","d04","New_W17_1408_d04_rep1","rep1","New_W17_1408_d04_rep2","rep2","d06","1408_d06","Index","Obese","NA","NA","NA","25.22","yes","1408-1409","OB>OB"
"1408","W17","d04","New_W17_1408_d04_rep1","rep1","New_W17_1408_d04_rep2","rep2","d12","1408_d12","Index","Obese","NA","NA","NA","35.58","yes","1408-1409","OB>OB"
"1408","W17","d04","New_W17_1408_d04_rep1","rep1","New_W17_1408_d04_rep2","rep2","d04","1408_d04","Index","Obese","NA","NA","NA","24.49","yes","1408-1409","OB>OB"
"1408","W17","d06","New_W17_1408_d06_rep1","rep1","New_W17_1408_d06_rep2","rep2","d02","1408_d02","Index","Obese","NA","NA","NA","21.68","yes","1408-1409","OB>OB"
"1408","W17","d06","New_W17_1408_d06_rep1","rep1","New_W17_1408_d06_rep2","rep2","d06","1408_d06","Index","Obese","NA","NA","NA","25.22","yes","1408-1409","OB>OB"
"1408","W17","d06","New_W17_1408_d06_rep1","rep1","New_W17_1408_d06_rep2","rep2","d12","1408_d12","Index","Obese","NA","NA","NA","35.58","yes","1408-1409","OB>OB"
"1408","W17","d06","New_W17_1408_d06_rep1","rep1","New_W17_1408_d06_rep2","rep2","d04","1408_d04","Index","Obese","NA","NA","NA","24.49","yes","1408-1409","OB>OB"
"1409","W17","d04","New_W17_1409_d04_rep1","rep1","New_W17_1409_d04_rep2","rep2","d06","1409_d06","Contact","Obese","NA","NA","NA","28.59","yes","1408-1409","OB>OB"
"1409","W17","d04","New_W17_1409_d04_rep1","rep1","New_W17_1409_d04_rep2","rep2","d04","1409_d04","Contact","Obese","NA","NA","NA","28.65","yes","1408-1409","OB>OB"
"1409","W17","d04","New_W17_1409_d04_rep1","rep1","New_W17_1409_d04_rep2","rep2","d08","1409_d08","Contact","Obese","NA","NA","NA","25.14","yes","1408-1409","OB>OB"
"1409","W17","d04","New_W17_1409_d04_rep1","rep1","New_W17_1409_d04_rep2","rep2","d02","1409_d02","Contact","Obese","NA","NA","NA","26.73","yes","1408-1409","OB>OB"
"1409","W17","d04","New_W17_1409_d04_rep1","rep1","New_W17_1409_d04_rep2","rep2","d12","1409_d12","Contact","Obese","NA","NA","NA","ND","yes","1408-1409","OB>OB"
"1409","W17","d06","New_W17_1409_d06_rep1","rep1","New_W17_1409_d06_rep2","rep2","d06","1409_d06","Contact","Obese","NA","NA","NA","28.59","yes","1408-1409","OB>OB"
"1409","W17","d06","New_W17_1409_d06_rep1","rep1","New_W17_1409_d06_rep2","rep2","d04","1409_d04","Contact","Obese","NA","NA","NA","28.65","yes","1408-1409","OB>OB"
"1409","W17","d06","New_W17_1409_d06_rep1","rep1","New_W17_1409_d06_rep2","rep2","d08","1409_d08","Contact","Obese","NA","NA","NA","25.14","yes","1408-1409","OB>OB"
"1409","W17","d06","New_W17_1409_d06_rep1","rep1","New_W17_1409_d06_rep2","rep2","d02","1409_d02","Contact","Obese","NA","NA","NA","26.73","yes","1408-1409","OB>OB"
"1409","W17","d06","New_W17_1409_d06_rep1","rep1","New_W17_1409_d06_rep2","rep2","d12","1409_d12","Contact","Obese","NA","NA","NA","ND","yes","1408-1409","OB>OB"
"1409","W17","d08","New_W17_1409_d08_rep1","rep1","New_W17_1409_d08_rep2","rep2","d06","1409_d06","Contact","Obese","NA","NA","NA","28.59","yes","1408-1409","OB>OB"
"1409","W17","d08","New_W17_1409_d08_rep1","rep1","New_W17_1409_d08_rep2","rep2","d04","1409_d04","Contact","Obese","NA","NA","NA","28.65","yes","1408-1409","OB>OB"
"1409","W17","d08","New_W17_1409_d08_rep1","rep1","New_W17_1409_d08_rep2","rep2","d08","1409_d08","Contact","Obese","NA","NA","NA","25.14","yes","1408-1409","OB>OB"
"1409","W17","d08","New_W17_1409_d08_rep1","rep1","New_W17_1409_d08_rep2","rep2","d02","1409_d02","Contact","Obese","NA","NA","NA","26.73","yes","1408-1409","OB>OB"
"1409","W17","d08","New_W17_1409_d08_rep1","rep1","New_W17_1409_d08_rep2","rep2","d12","1409_d12","Contact","Obese","NA","NA","NA","ND","yes","1408-1409","OB>OB"
"1410","W17","d02","New_W17_1410_d02_rep1","rep1","New_W17_1410_d02_rep2","rep2","d06","1410_d06","Contact","Lean","NA","NA","NA","32.4","yes","1416-1410","LN>LN"
"1410","W17","d02","New_W17_1410_d02_rep1","rep1","New_W17_1410_d02_rep2","rep2","d08","1410_d08","Contact","Lean","NA","NA","NA","39.79","yes","1416-1410","LN>LN"
"1410","W17","d02","New_W17_1410_d02_rep1","rep1","New_W17_1410_d02_rep2","rep2","d02","1410_d02","Contact","Lean","NA","NA","NA","28.68","yes","1416-1410","LN>LN"
"1410","W17","d02","New_W17_1410_d02_rep1","rep1","New_W17_1410_d02_rep2","rep2","d04","1410_d04","Contact","Lean","NA","NA","NA","28.53","yes","1416-1410","LN>LN"
"1410","W17","d04","New_W17_1410_d04_rep1","rep1","New_W17_1410_d04_rep2","rep2","d06","1410_d06","Contact","Lean","NA","NA","NA","32.4","yes","1416-1410","LN>LN"
"1410","W17","d04","New_W17_1410_d04_rep1","rep1","New_W17_1410_d04_rep2","rep2","d08","1410_d08","Contact","Lean","NA","NA","NA","39.79","yes","1416-1410","LN>LN"
"1410","W17","d04","New_W17_1410_d04_rep1","rep1","New_W17_1410_d04_rep2","rep2","d02","1410_d02","Contact","Lean","NA","NA","NA","28.68","yes","1416-1410","LN>LN"
"1410","W17","d04","New_W17_1410_d04_rep1","rep1","New_W17_1410_d04_rep2","rep2","d04","1410_d04","Contact","Lean","NA","NA","NA","28.53","yes","1416-1410","LN>LN"
"1410","W17","d06","New_W17_1410_d06_rep1","rep1","New_W17_1410_d06_rep2","rep2","d06","1410_d06","Contact","Lean","NA","NA","NA","32.4","yes","1416-1410","LN>LN"
"1410","W17","d06","New_W17_1410_d06_rep1","rep1","New_W17_1410_d06_rep2","rep2","d08","1410_d08","Contact","Lean","NA","NA","NA","39.79","yes","1416-1410","LN>LN"
"1410","W17","d06","New_W17_1410_d06_rep1","rep1","New_W17_1410_d06_rep2","rep2","d02","1410_d02","Contact","Lean","NA","NA","NA","28.68","yes","1416-1410","LN>LN"
"1410","W17","d06","New_W17_1410_d06_rep1","rep1","New_W17_1410_d06_rep2","rep2","d04","1410_d04","Contact","Lean","NA","NA","NA","28.53","yes","1416-1410","LN>LN"
"1412","W17","d08","New_W17_1412_d08_rep1","rep1","New_W17_1412_d08_rep2","rep2","d06","1412_d06","Index","Lean","NA","NA","NA","ND","yes","1412-1413","LN>LN"
"1412","W17","d08","New_W17_1412_d08_rep1","rep1","New_W17_1412_d08_rep2","rep2","d08","1412_d08","Index","Lean","NA","NA","NA","26.4","yes","1412-1413","LN>LN"
"1414","W17","d04","New_W17_1414_d04_rep1","rep1","New_W17_1414_d04_rep2","rep2","d02","1414_d02","Index","Obese","NA","NA","NA","ND","yes","1414-1415","OB>OB"
"1414","W17","d04","New_W17_1414_d04_rep1","rep1","New_W17_1414_d04_rep2","rep2","d04","1414_d04","Index","Obese","NA","NA","NA","31.38","yes","1414-1415","OB>OB"
"1414","W17","d04","New_W17_1414_d04_rep1","rep1","New_W17_1414_d04_rep2","rep2","d08","1414_d08","Index","Obese","NA","NA","NA","39.51","yes","1414-1415","OB>OB"
"1414","W17","d04","New_W17_1414_d04_rep1","rep1","New_W17_1414_d04_rep2","rep2","d06","1414_d06","Index","Obese","NA","NA","NA","31.19","yes","1414-1415","OB>OB"
"1414","W17","d06","New_W17_1414_d06_rep1","rep1","New_W17_1414_d06_rep2","rep2","d02","1414_d02","Index","Obese","NA","NA","NA","ND","yes","1414-1415","OB>OB"
"1414","W17","d06","New_W17_1414_d06_rep1","rep1","New_W17_1414_d06_rep2","rep2","d04","1414_d04","Index","Obese","NA","NA","NA","31.38","yes","1414-1415","OB>OB"
"1414","W17","d06","New_W17_1414_d06_rep1","rep1","New_W17_1414_d06_rep2","rep2","d08","1414_d08","Index","Obese","NA","NA","NA","39.51","yes","1414-1415","OB>OB"
"1414","W17","d06","New_W17_1414_d06_rep1","rep1","New_W17_1414_d06_rep2","rep2","d06","1414_d06","Index","Obese","NA","NA","NA","31.19","yes","1414-1415","OB>OB"
"1415","W17","d02","New_W17_1415_d02_rep1","rep1","New_W17_1415_d02_rep2","rep2","d08","1415_d08","Contact","Obese","NA","NA","NA","23.11","yes","1414-1415","OB>OB"
"1415","W17","d02","New_W17_1415_d02_rep1","rep1","New_W17_1415_d02_rep2","rep2","d02","1415_d02","Contact","Obese","NA","NA","NA","27.33","yes","1414-1415","OB>OB"
"1415","W17","d02","New_W17_1415_d02_rep1","rep1","New_W17_1415_d02_rep2","rep2","d06","1415_d06","Contact","Obese","NA","NA","NA","34.02","yes","1414-1415","OB>OB"
"1415","W17","d08","New_W17_1415_d08_rep1","rep1","New_W17_1415_d08_rep2","rep2","d08","1415_d08","Contact","Obese","NA","NA","NA","23.11","yes","1414-1415","OB>OB"
"1415","W17","d08","New_W17_1415_d08_rep1","rep1","New_W17_1415_d08_rep2","rep2","d02","1415_d02","Contact","Obese","NA","NA","NA","27.33","yes","1414-1415","OB>OB"
"1415","W17","d08","New_W17_1415_d08_rep1","rep1","New_W17_1415_d08_rep2","rep2","d06","1415_d06","Contact","Obese","NA","NA","NA","34.02","yes","1414-1415","OB>OB"
"1416","W17","d02","New_W17_1416_d02_rep1","rep1","New_W17_1416_d02_rep2","rep2","d06","1416_d06","Index","Lean","NA","NA","NA","31.88","yes","1416-1410","LN>LN"
"1416","W17","d02","New_W17_1416_d02_rep1","rep1","New_W17_1416_d02_rep2","rep2","d02","1416_d02","Index","Lean","NA","NA","NA","25.44","yes","1416-1410","LN>LN"
"1416","W17","d02","New_W17_1416_d02_rep1","rep1","New_W17_1416_d02_rep2","rep2","d04","1416_d04","Index","Lean","NA","NA","NA","27.34","yes","1416-1410","LN>LN"
"1416","W17","d02","New_W17_1416_d02_rep1","rep1","New_W17_1416_d02_rep2","rep2","d08","1416_d08","Index","Lean","NA","NA","NA","39.01","yes","1416-1410","LN>LN"
"1416","W17","d04","New_W17_1416_d04_rep1","rep1","New_W17_1416_d04_rep2","rep2","d06","1416_d06","Index","Lean","NA","NA","NA","31.88","yes","1416-1410","LN>LN"
"1416","W17","d04","New_W17_1416_d04_rep1","rep1","New_W17_1416_d04_rep2","rep2","d02","1416_d02","Index","Lean","NA","NA","NA","25.44","yes","1416-1410","LN>LN"
"1416","W17","d04","New_W17_1416_d04_rep1","rep1","New_W17_1416_d04_rep2","rep2","d04","1416_d04","Index","Lean","NA","NA","NA","27.34","yes","1416-1410","LN>LN"
"1416","W17","d04","New_W17_1416_d04_rep1","rep1","New_W17_1416_d04_rep2","rep2","d08","1416_d08","Index","Lean","NA","NA","NA","39.01","yes","1416-1410","LN>LN"
"1787","F17",NA,NA,NA,NA,NA,"d10","1787_d10","Index","Obese","0","0","320","ND","yes","1787-1793","OB>OB"
"1787","F17",NA,NA,NA,NA,NA,"d12","1787_d12","Index","Obese","0","0","320","ND","yes","1787-1793","OB>OB"
"1787","F17",NA,NA,NA,NA,NA,"d02","1787_d02","Index","Obese","5.62E+04","4.749736316","320","23.56","yes","1787-1793","OB>OB"
"1787","F17",NA,NA,NA,NA,NA,"d08","1787_d08","Index","Obese","0","0","320","33.14","yes","1787-1793","OB>OB"
"1789","F17","d04","New_F17_1789_d04_rep1","rep1","New_F17_1789_d04_rep2","rep2","d10","1789_d10","Index","Obese","0","0","320","40.42","yes","1789-1794","OB>OB"
"1789","F17","d04","New_F17_1789_d04_rep1","rep1","New_F17_1789_d04_rep2","rep2","d04","1789_d04","Index","Obese","5.62E+03","3.749736316","320","27.76","yes","1789-1794","OB>OB"
"1789","F17","d04","New_F17_1789_d04_rep1","rep1","New_F17_1789_d04_rep2","rep2","d02","1789_d02","Index","Obese","1.78E+04","4.250420002","320","23.21","yes","1789-1794","OB>OB"
"1789","F17","d04","New_F17_1789_d04_rep1","rep1","New_F17_1789_d04_rep2","rep2","d12","1789_d12","Index","Obese","0","0","320","40.04","yes","1789-1794","OB>OB"
"1789","F17","d02","New_F17_1789_d02_rep1","rep1","New_F17_1789_d02_rep2","rep2","d10","1789_d10","Index","Obese","0","0","320","40.42","yes","1789-1794","OB>OB"
"1789","F17","d02","New_F17_1789_d02_rep1","rep1","New_F17_1789_d02_rep2","rep2","d04","1789_d04","Index","Obese","5.62E+03","3.749736316","320","27.76","yes","1789-1794","OB>OB"
"1789","F17","d02","New_F17_1789_d02_rep1","rep1","New_F17_1789_d02_rep2","rep2","d02","1789_d02","Index","Obese","1.78E+04","4.250420002","320","23.21","yes","1789-1794","OB>OB"
"1789","F17","d02","New_F17_1789_d02_rep1","rep1","New_F17_1789_d02_rep2","rep2","d12","1789_d12","Index","Obese","0","0","320","40.04","yes","1789-1794","OB>OB"
"1794","F17","d02","New_F17_1794_d02_rep1","rep1","New_F17_1794_d02_rep2","rep2","d12","1794_d12","Contact","Obese","0","0","160","ND","yes","1789-1794","OB>OB"
"1794","F17","d02","New_F17_1794_d02_rep1","rep1","New_F17_1794_d02_rep2","rep2","d08","1794_d08","Contact","Obese","1.78E+05","5.250420002","160","23.26","yes","1789-1794","OB>OB"
"1794","F17","d02","New_F17_1794_d02_rep1","rep1","New_F17_1794_d02_rep2","rep2","d10","1794_d10","Contact","Obese","0","0","160","34.27","yes","1789-1794","OB>OB"
"1794","F17","d02","New_F17_1794_d02_rep1","rep1","New_F17_1794_d02_rep2","rep2","d02","1794_d02","Contact","Obese","0","0","160","36.32","yes","1789-1794","OB>OB"
"1794","F17","d02","New_F17_1794_d02_rep1","rep1","New_F17_1794_d02_rep2","rep2","d06","1794_d06","Contact","Obese","1.78E+04","4.250420002","160","24.1","yes","1789-1794","OB>OB"
"1794","F17","d02","New_F17_1794_d02_rep1","rep1","New_F17_1794_d02_rep2","rep2","d04","1794_d04","Contact","Obese","0","0","160","38.76","yes","1789-1794","OB>OB"
"1794","F17","d04","New_F17_1794_d04_rep1","rep1","New_F17_1794_d04_rep2","rep2","d12","1794_d12","Contact","Obese","0","0","160","ND","yes","1789-1794","OB>OB"
"1794","F17","d04","New_F17_1794_d04_rep1","rep1","New_F17_1794_d04_rep2","rep2","d08","1794_d08","Contact","Obese","1.78E+05","5.250420002","160","23.26","yes","1789-1794","OB>OB"
"1794","F17","d04","New_F17_1794_d04_rep1","rep1","New_F17_1794_d04_rep2","rep2","d10","1794_d10","Contact","Obese","0","0","160","34.27","yes","1789-1794","OB>OB"
"1794","F17","d04","New_F17_1794_d04_rep1","rep1","New_F17_1794_d04_rep2","rep2","d02","1794_d02","Contact","Obese","0","0","160","36.32","yes","1789-1794","OB>OB"
"1794","F17","d04","New_F17_1794_d04_rep1","rep1","New_F17_1794_d04_rep2","rep2","d06","1794_d06","Contact","Obese","1.78E+04","4.250420002","160","24.1","yes","1789-1794","OB>OB"
"1794","F17","d04","New_F17_1794_d04_rep1","rep1","New_F17_1794_d04_rep2","rep2","d04","1794_d04","Contact","Obese","0","0","160","38.76","yes","1789-1794","OB>OB"
"1794","F17","d08","New_F17_1794_d08_rep1","rep1","New_F17_1794_d08_rep2","rep2","d12","1794_d12","Contact","Obese","0","0","160","ND","yes","1789-1794","OB>OB"
"1794","F17","d08","New_F17_1794_d08_rep1","rep1","New_F17_1794_d08_rep2","rep2","d08","1794_d08","Contact","Obese","1.78E+05","5.250420002","160","23.26","yes","1789-1794","OB>OB"
"1794","F17","d08","New_F17_1794_d08_rep1","rep1","New_F17_1794_d08_rep2","rep2","d10","1794_d10","Contact","Obese","0","0","160","34.27","yes","1789-1794","OB>OB"
"1794","F17","d08","New_F17_1794_d08_rep1","rep1","New_F17_1794_d08_rep2","rep2","d02","1794_d02","Contact","Obese","0","0","160","36.32","yes","1789-1794","OB>OB"
"1794","F17","d08","New_F17_1794_d08_rep1","rep1","New_F17_1794_d08_rep2","rep2","d06","1794_d06","Contact","Obese","1.78E+04","4.250420002","160","24.1","yes","1789-1794","OB>OB"
"1794","F17","d08","New_F17_1794_d08_rep1","rep1","New_F17_1794_d08_rep2","rep2","d04","1794_d04","Contact","Obese","0","0","160","38.76","yes","1789-1794","OB>OB"
"1794","F17","d10","New_F17_1794_d10_rep1","rep1","New_F17_1794_d10_rep2","rep2","d12","1794_d12","Contact","Obese","0","0","160","ND","yes","1789-1794","OB>OB"
"1794","F17","d10","New_F17_1794_d10_rep1","rep1","New_F17_1794_d10_rep2","rep2","d08","1794_d08","Contact","Obese","1.78E+05","5.250420002","160","23.26","yes","1789-1794","OB>OB"
